stock-code,reference-price,celling-price,floor-price,price,volume,total-volume,total-value,highest-price,lowest-price,average-price,create-at
TJC,0.0,15.6,17.1,0.5,16.1,0.1,0.2,0.0,16.1,16.1,2024-05-21 10:37:13.742240
TKG,0.0,5.9,6.4,-0.3,5.6,0.8,134.2,0.0,5.8,5.6,2024-05-21 10:37:14.257446
TKU,0.0,17.9,19.6,-1.6,16.3,0.8,1.0,0.0,16.3,16.3,2024-05-21 10:37:14.701557
WCS,0.0,195.0,214.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:18.824356
WSS,0.0,5.7,6.2,0.0,5.7,1.2,5.6,0.0,5.9,5.6,2024-05-21 10:37:19.181742
X20,0.0,11.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:19.491848
A32,0.0,32.2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:24.293795
AAH,0.0,6.3,7.2,0.1,6.4,0.2,5823.5,0.0,7.2,6.3,2024-05-21 10:37:24.741951
AAS,0.0,8.6,9.8,0.0,8.6,0.7,513.2,0.0,8.7,8.6,2024-05-21 10:37:25.282421
ACM,0.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:25.935328
ACS,0.0,6.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:26.430978
ACV,0.0,101.3,116.4,-2.3,99.0,0.4,82.5,0.0,101.0,98.0,2024-05-21 10:37:26.974958
AFX,0.0,8.7,10.0,-0.1,8.6,1.6,21.2,0.0,8.7,8.6,2024-05-21 10:37:27.492929
AG1,0.0,8.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:27.906405
AGF,0.0,2.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:28.344437
AGP,0.0,39.2,45.0,1.9,41.1,0.9,13.6,0.0,43.9,39.2,2024-05-21 10:37:28.839114
AGX,0.0,52.0,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:29.391905
AIC,0.0,11.8,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:29.856940
ALV,0.0,9.2,10.5,0.0,9.2,0.4,48.5,0.0,10.3,9.2,2024-05-21 10:37:30.368618
AMD,0.0,1.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:30.851497
AMP,0.0,19.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:31.251881
AMS,0.0,10.0,11.5,0.0,10.0,0.1,4.5,0.0,10.2,10.0,2024-05-21 10:37:31.644533
ANT,0.0,11.2,12.8,0.4,11.6,0.3,8.3,0.0,11.6,11.2,2024-05-21 10:37:32.113957
APC,0.0,7.9,9.0,-0.1,7.8,1.0,4.5,0.0,7.8,7.6,2024-05-21 10:37:32.565218
APF,0.0,69.0,79.3,-1.0,68.0,2.0,12.1,0.0,69.5,68.0,2024-05-21 10:37:33.001943
APL,0.0,20.4,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:33.494057
APP,0.0,6.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:33.999682
APT,0.0,3.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:34.487664
ART,0.0,1.3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:34.975265
ASA,0.0,12.6,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:35.453661
ATA,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:35.887145
ATB,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:36.319048
ATG,0.0,6.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:36.766937
AVC,0.0,58.0,66.7,-0.3,57.7,0.3,0.3,0.0,57.7,57.7,2024-05-21 10:37:37.226833
AVF,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:37.713889
B82,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:38.166815
BAL,0.0,9.2,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:38.644590
BBH,0.0,11.4,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:39.154826
BBM,0.0,10.7,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:39.653371
BBT,0.0,8.1,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:40.082519
BCA,0.0,19.2,22.0,-0.3,18.9,0.1,35.9,0.0,19.2,18.8,2024-05-21 10:37:40.562727
BCB,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:40.947404
BCO,0.0,11.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:41.266357
BCP,0.0,10.3,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:41.811351
BCR,0.0,5.8,6.6,-0.1,5.7,0.2,193.3,0.0,5.9,5.7,2024-05-21 10:37:42.262930
BCV,0.0,21.5,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:42.674675
BDG,0.0,32.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:43.118721
BDT,0.0,11.4,13.1,0.0,11.4,0.1,14.4,0.0,11.4,11.4,2024-05-21 10:37:43.592643
BDW,0.0,22.4,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:44.121138
BEL,0.0,20.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:44.541985
BGW,0.0,16.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:45.017465
D17,0.0,49.9,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:50.064203
DAC,0.0,7.4,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:50.597242
DAN,0.0,34.3,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:51.093294
DCH,0.0,10.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:51.691048
DCR,0.0,5.8,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:52.209177
DCS,0.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:52.556177
DCT,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:52.961828
DDH,0.0,15.9,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:53.358319
DDM,0.0,1.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:53.746619
DDN,0.0,7.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:54.170519
DDV,0.0,19.4,22.3,-0.4,19.0,0.2,839.6,0.0,19.2,18.7,2024-05-21 10:37:54.524956
DFC,0.0,20.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:54.784910
DFF,0.0,8.8,10.1,1.2,10.0,0.2,0.2,0.0,10.0,10.0,2024-05-21 10:37:55.081701
DGT,0.0,6.1,7.0,0.1,6.2,1.5,243.6,0.0,6.3,6.1,2024-05-21 10:37:57.112025
DHB,0.0,9.0,10.3,0.2,9.2,0.1,0.6,0.0,9.2,9.1,2024-05-21 10:37:57.528028
DHD,0.0,23.3,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:57.940407
DHN,0.0,21.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:58.352491
DIC,0.0,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:58.720105
DID,0.0,4.0,4.6,0.0,4.0,1.3,2.2,0.0,4.0,4.0,2024-05-21 10:37:59.152269
DKC,0.0,1.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:59.557193
DLD,0.0,6.4,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:37:59.935776
DLR,0.0,11.9,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:00.336251
DLT,0.0,8.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:00.871380
DM7,0.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:01.329165
DMN,0.0,5.7,6.5,0.3,6.0,0.1,0.1,0.0,6.0,6.0,2024-05-21 10:38:01.880831
DMS,0.0,8.6,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:02.420463
DNA,0.0,24.1,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:02.884023
DND,0.0,17.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:03.366156
DNE,0.0,9.3,10.6,0.0,9.3,0.1,0.4,0.0,9.3,9.3,2024-05-21 10:38:03.824408
DNH,0.0,50.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:04.358534
DNL,0.0,24.2,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:04.879301
DNM,0.0,18.4,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:05.392200
DNN,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:05.955192
DNT,0.0,38.9,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:06.445496
DNW,0.0,30.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:06.954332
DOC,0.0,8.5,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:07.492530
DOP,0.0,14.9,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:07.962711
DP1,0.0,36.1,41.5,0.0,36.1,0.3,0.5,0.0,36.2,36.1,2024-05-21 10:38:08.522708
DP2,0.0,4.8,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:09.009536
DPH,0.0,45.9,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:09.522981
DPP,0.0,20.8,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:10.046726
DPS,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:10.491082
DRG,0.0,8.5,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:10.999058
DRI,0.0,13.2,15.1,0.0,13.2,0.1,270.7,0.0,13.3,13.0,2024-05-21 10:38:11.441637
DSC,0.0,25.8,29.6,-0.1,25.7,0.4,161.8,0.0,26.3,25.4,2024-05-21 10:38:11.905869
G20,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:17.759929
G36,0.0,7.2,8.2,0.1,7.3,0.1,83.3,0.0,7.4,7.2,2024-05-21 10:38:18.256041
GAB,0.0,196.4,274.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:18.745019
GGG,0.0,4.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:19.456035
GH3,0.0,7.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:19.867451
GHC,0.0,29.6,34.0,0.1,29.7,0.8,8.9,0.0,29.8,29.5,2024-05-21 10:38:20.383078
GLC,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:20.828039
GLW,0.0,11.1,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:21.239413
GND,0.0,28.4,32.6,4.2,32.6,0.2,0.3,0.0,32.6,28.7,2024-05-21 10:38:21.647023
GPC,0.0,3.8,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:22.128552
GSM,0.0,21.5,24.7,0.9,22.4,0.2,0.2,0.0,22.4,22.4,2024-05-21 10:38:22.643122
GTD,0.0,9.8,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:23.118384
GTS,0.0,10.4,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:23.540464
GTT,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:23.980054
GVT,0.0,78.0,89.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:24.463313
H11,0.0,6.1,7.0,0.7,6.8,0.2,1.4,0.0,6.8,6.8,2024-05-21 10:38:24.935992
HAC,0.0,14.0,16.1,0.0,14.0,0.5,0.5,0.0,14.0,14.0,2024-05-21 10:38:25.406803
HAF,0.0,18.5,21.2,1.5,20.0,0.3,0.3,0.0,20.0,20.0,2024-05-21 10:38:25.948868
HAI,0.0,1.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:26.422544
HAM,0.0,31.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:26.932400
HAN,0.0,9.4,10.8,-0.1,9.3,3.0,3.7,0.0,9.3,9.3,2024-05-21 10:38:27.377846
HAV,0.0,3.0,3.4,0.0,3.0,0.2,0.2,0.0,3.0,3.0,2024-05-21 10:38:27.886102
HBD,0.0,16.1,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:28.413708
HBH,0.0,6.0,6.9,0.0,6.0,0.1,0.1,0.0,6.0,6.0,2024-05-21 10:38:28.849833
HC1,0.0,7.1,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:29.324352
HC3,0.0,27.9,32.0,-1.6,26.3,0.1,0.3,0.0,26.5,26.3,2024-05-21 10:38:29.818811
HCB,0.0,21.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:30.328739
HCI,0.0,11.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:30.690355
HD2,0.0,22.0,25.3,0.0,22.0,0.1,0.8,0.0,22.0,22.0,2024-05-21 10:38:31.070527
HD6,0.0,17.8,20.4,0.1,17.9,3.0,11.2,0.0,17.9,17.8,2024-05-21 10:38:31.401721
HD8,0.0,10.6,12.1,-0.2,10.4,1.0,2.0,0.0,10.6,10.4,2024-05-21 10:38:31.781126
HDM,0.0,29.4,33.8,0.1,29.5,1.0,1.0,0.0,29.5,29.5,2024-05-21 10:38:32.120801
HDO,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:32.463215
HDP,0.0,16.4,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:32.836692
HDS,0.0,8.3,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:33.191811
HDW,0.0,11.7,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:33.566077
HEC,0.0,58.5,67.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:33.930045
HEJ,0.0,10.9,12.5,0.5,11.4,0.1,0.1,0.0,11.4,11.4,2024-05-21 10:38:34.278842
HEP,0.0,13.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:34.651365
HES,0.0,18.4,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:34.951917
HFB,0.0,13.6,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:35.296198
HFC,0.0,6.3,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:35.693968
HFX,0.0,9.2,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:36.081556
HGT,0.0,8.3,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:36.403283
HGW,0.0,9.5,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:36.724922
JOS,0.0,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:41.609829
KAC,0.0,21.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:42.110190
KCB,0.0,8.5,9.7,0.7,9.2,0.1,9.4,0.0,9.2,8.5,2024-05-21 10:38:42.766778
KIP,0.0,10.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:43.460773
KLB,0.0,11.4,13.1,0.7,12.1,0.1,1884.9,0.0,12.5,11.4,2024-05-21 10:38:43.884625
KLF,0.0,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:44.368826
KLM,0.0,9.2,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:44.836486
KSH,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:45.321429
KTC,0.0,9.5,10.9,-1.2,8.3,0.2,0.2,0.0,8.3,8.3,2024-05-21 10:38:45.799301
KTL,0.0,21.2,24.3,0.0,21.2,0.1,0.6,0.0,21.2,21.2,2024-05-21 10:38:46.288079
KTW,0.0,10.6,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:46.774517
KVC,0.0,2.1,2.4,0.0,2.1,1.0,38.7,0.0,2.2,2.1,2024-05-21 10:38:47.300411
L12,0.0,4.3,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:47.835545
L35,0.0,4.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:48.310371
L44,0.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:48.807706
L45,0.0,2.8,3.2,0.1,2.9,0.6,1.5,0.0,2.9,2.8,2024-05-21 10:38:49.333023
L63,0.0,6.3,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:49.826562
LAI,0.0,67.4,77.5,0.8,68.2,0.1,1.1,0.0,70.9,68.2,2024-05-21 10:38:50.324058
LAW,0.0,18.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:50.773981
LBC,0.0,11.5,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:51.182891
LCC,0.0,3.4,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:51.574779
LCM,0.0,2.5,2.8,0.1,2.6,8.3,16.6,0.0,2.6,2.5,2024-05-21 10:38:52.058419
LCS,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:52.503380
LDW,0.0,14.2,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:53.016299
LG9,0.0,5.8,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:53.504436
LGM,0.0,15.1,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:54.007614
LIC,0.0,19.4,22.3,0.4,19.8,0.8,1.1,0.0,19.9,19.8,2024-05-21 10:38:54.481168
LKW,0.0,34.0,39.1,0.0,34.0,0.1,0.1,0.0,34.0,34.0,2024-05-21 10:38:55.021553
LLM,0.0,10.4,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:55.500140
LM3,0.0,3.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:56.034078
LM7,0.0,2.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:56.531711
LMC,0.0,25.2,28.9,-3.7,21.5,0.8,0.9,0.0,28.8,21.5,2024-05-21 10:38:56.977034
LMH,0.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:57.425249
LMI,0.0,10.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:57.922101
LNC,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:58.355523
LO5,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:58.718520
LPT,0.0,9.2,10.5,0.3,9.5,5.0,10.1,0.0,9.5,9.1,2024-05-21 10:38:59.180565
LQN,0.0,2.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:38:59.699254
LSG,0.0,9.3,10.6,-0.2,9.1,0.5,3.3,0.0,9.2,9.1,2024-05-21 10:39:00.130447
LTC,0.0,4.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:00.617248
LTG,0.0,21.8,25.0,0.0,21.8,3.5,143.2,0.0,22.0,21.7,2024-05-21 10:39:01.093186
LUT,0.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:01.477874
M10,0.0,20.9,24.0,0.2,21.1,0.5,4.1,0.0,21.2,19.4,2024-05-21 10:39:06.491384
MA1,0.0,22.4,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:06.937706
MBN,0.0,7.9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:07.342327
MEC,0.0,5.4,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:07.862402
MEF,0.0,4.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:08.281457
MES,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:08.668855
MFS,0.0,25.6,29.4,0.0,25.6,0.7,1.0,0.0,25.6,25.6,2024-05-21 10:39:09.026144
MGC,0.0,5.2,5.9,0.3,5.5,0.5,10.6,0.0,5.5,5.4,2024-05-21 10:39:09.374068
MGG,0.0,26.4,30.3,3.1,29.5,1.0,1.3,0.0,29.5,29.3,2024-05-21 10:39:09.706740
MGR,0.0,5.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:10.175414
MH3,0.0,34.9,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:10.477386
MIC,0.0,16.3,18.7,-0.1,16.2,0.2,0.3,0.0,16.3,16.2,2024-05-21 10:39:10.855548
MIE,0.0,5.8,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:11.195435
MIM,0.0,4.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:11.475948
MKP,0.0,30.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:11.783745
MLC,0.0,17.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:12.138590
MLS,0.0,11.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:12.455750
MML,0.0,31.9,36.6,4.6,36.5,0.1,173.1,0.0,36.6,33.2,2024-05-21 10:39:12.803122
MNB,0.0,24.2,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:13.114648
MND,0.0,10.7,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:13.556791
MPC,0.0,16.9,19.4,0.3,17.2,0.1,114.2,0.0,17.3,16.9,2024-05-21 10:39:13.993760
MPT,0.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:14.368100
MPY,0.0,8.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:14.825020
MQB,0.0,9.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:15.347106
MQN,0.0,20.6,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:15.845098
MRF,0.0,27.7,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:16.309546
MSR,0.0,18.0,20.7,-0.5,17.5,0.1,397.9,0.0,18.0,17.4,2024-05-21 10:39:16.764551
MTA,0.0,3.9,4.4,0.0,3.9,0.1,0.1,0.0,3.9,3.9,2024-05-21 10:39:17.236759
MTB,0.0,9.9,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:17.809312
MTC,0.0,3.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:18.269834
MTG,0.0,10.3,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:18.736019
MTH,0.0,17.8,20.4,2.6,20.4,0.1,0.1,0.0,20.4,20.4,2024-05-21 10:39:19.234476
MTL,0.0,8.4,9.6,0.4,8.8,0.1,21.7,0.0,9.0,8.1,2024-05-21 10:39:19.705182
MTP,0.0,13.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:20.172326
MTS,0.0,10.1,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:20.647017
MTV,0.0,18.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:21.127987
MVC,0.0,10.4,11.9,0.6,11.0,0.2,1.1,0.0,11.0,11.0,2024-05-21 10:39:21.527544
MVN,0.0,17.6,20.2,0.1,17.7,5.0,8.7,0.0,17.7,17.6,2024-05-21 10:39:22.004031
NAC,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:22.471997
NAS,0.0,22.9,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:22.939743
NAU,0.0,8.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:23.397003
NAW,0.0,9.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:23.917163
NBE,0.0,11.7,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:24.426103
NBT,0.0,15.5,17.8,0.0,15.5,0.1,0.3,0.0,15.5,15.5,2024-05-21 10:39:24.918022
NCG,0.0,9.5,10.9,0.0,9.5,0.3,3.8,0.0,9.5,9.4,2024-05-21 10:39:25.474855
PAI,0.0,9.7,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:30.549767
PAP,0.0,15.8,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:31.021765
PAS,0.0,3.9,4.4,0.0,3.9,0.6,8.3,0.0,4.0,3.9,2024-05-21 10:39:31.440295
PCM,0.0,16.2,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-21 10:39:32.064666
